,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39
orders_df.15441,0.070751,0.103942,0.060842,0.091800,0.242526,0.277465,0.182248,0.173650,0.133381,0.264424,0.144309,0.280589,0.224612,0.128946,0.164087,0.181523,0.257113,0.126646,0.318894,0.139394,0.162208,0.130699,0.164396,0.104407,0.103092,0.260210,0.102752,0.110640,0.242666,0.201530,0.171897,0.060621,0.075310,0.085988,0.043885,0.043658,0.046652,0.071545,0.191727
orders_df.8.36,0.079246,0.116685,0.068254,0.096774,0.264108,0.282632,0.212185,0.174887,0.139016,0.262613,0.149087,0.292457,0.244476,0.140986,0.200576,0.205421,0.258558,0.131930,0.322508,0.151294,0.169326,0.135279,0.173431,0.116212,0.121381,0.262661,0.119354,0.113970,0.245012,0.222157,0.178732,0.061764,0.086108,0.097336,0.039723,0.049137,0.041809,0.073483,0.190927
orders_df.0.69,0.065490,0.097572,0.060923,0.080073,0.232568,0.254460,0.177535,0.154909,0.126138,0.264206,0.134564,0.261536,0.220991,0.123793,0.159686,0.175797,0.234159,0.115484,0.304439,0.129164,0.144484,0.120959,0.157547,0.095140,0.095090,0.244571,0.092040,0.109040,0.224731,0.196043,0.175534,0.063980,0.063928,0.093174,0.033789,0.029632,0.043121,0.058790,0.169141
orders_df.9.05,0.076513,0.109992,0.064974,0.090520,0.241223,0.272682,0.188756,0.167913,0.139146,0.266533,0.149837,0.278503,0.231780,0.132251,0.167705,0.184026,0.248410,0.128102,0.318530,0.142440,0.158998,0.127566,0.168081,0.110483,0.106490,0.259600,0.105719,0.116337,0.235370,0.204740,0.181421,0.063221,0.080151,0.094637,0.036971,0.039803,0.043346,0.062154,0.182805
orders_df.6001,0.103164,0.122860,0.073512,0.112856,0.272627,0.296496,0.179347,0.174467,0.142511,0.292770,0.148105,0.304744,0.204460,0.140191,0.173294,0.195296,0.265018,0.126152,0.310013,0.156318,0.177195,0.152491,0.191977,0.108052,0.113066,0.269409,0.111953,0.120469,0.233544,0.202335,0.190601,0.079026,0.091641,0.101122,0.055516,0.052675,0.061526,0.071153,0.205939
orders_df.2009/07/04,0.062529,0.085814,0.051394,0.079487,0.251809,0.287201,0.153615,0.173385,0.101341,0.297320,0.099072,0.269542,0.166444,0.144605,0.174140,0.178018,0.233073,0.091737,0.289107,0.117367,0.122315,0.166193,0.132566,0.045655,0.055585,0.281653,0.072996,0.130975,0.211429,0.160815,0.178703,0.079748,0.079211,0.089453,0.014786,0.019202,-0.022145,0.073386,0.176831
orders_df.16984,0.073452,0.111929,0.063810,0.091381,0.245891,0.282510,0.191286,0.177244,0.136761,0.264630,0.148339,0.286149,0.231981,0.131255,0.172395,0.183496,0.262106,0.133747,0.322924,0.144344,0.170265,0.130469,0.168384,0.108704,0.107777,0.261415,0.107934,0.114377,0.246492,0.207950,0.178581,0.065521,0.077403,0.088797,0.044537,0.048643,0.049910,0.076196,0.192430
orders_df.67.99,0.068200,0.104691,0.062006,0.092586,0.235687,0.253171,0.195388,0.168400,0.134571,0.254024,0.145243,0.264270,0.233107,0.128077,0.179038,0.186256,0.243485,0.121481,0.309566,0.135782,0.155154,0.124475,0.168747,0.103467,0.112196,0.247567,0.106180,0.109633,0.232582,0.203770,0.175868,0.053794,0.072396,0.088777,0.035748,0.030926,0.034116,0.055585,0.172664
orders_df.5.61,0.071187,0.107322,0.062114,0.088968,0.233184,0.264789,0.181847,0.165484,0.136891,0.265241,0.146465,0.269138,0.227492,0.132157,0.162154,0.183095,0.244093,0.127572,0.315558,0.136808,0.155233,0.131520,0.163769,0.102140,0.101203,0.258192,0.102095,0.114003,0.234094,0.206108,0.174408,0.065120,0.070791,0.093613,0.039445,0.040668,0.045334,0.062282,0.188379
orders_df.73.60,0.069165,0.104455,0.061723,0.094656,0.242815,0.262686,0.198069,0.166478,0.133298,0.253830,0.143477,0.272386,0.233628,0.127705,0.181339,0.183286,0.240757,0.121529,0.308426,0.137860,0.156003,0.120271,0.165927,0.104586,0.108352,0.245097,0.106544,0.112306,0.229955,0.203724,0.167927,0.053398,0.075479,0.086797,0.033030,0.035198,0.036432,0.060649,0.175778
orders_df.7001,0.101750,0.119323,0.078960,0.111612,0.256729,0.289525,0.174557,0.170375,0.144665,0.300545,0.148745,0.289641,0.199597,0.144155,0.166751,0.190523,0.261998,0.125200,0.309421,0.153135,0.171422,0.144226,0.193418,0.106509,0.105839,0.267374,0.097576,0.123713,0.233274,0.201421,0.196001,0.081911,0.090096,0.097256,0.061459,0.055895,0.060153,0.067256,0.206522
orders_df.2009/08/16,0.081827,0.098445,0.066609,0.092551,0.257438,0.291402,0.155517,0.180963,0.114009,0.311523,0.108836,0.276942,0.179525,0.150142,0.176445,0.188895,0.255374,0.106844,0.307838,0.141066,0.143089,0.178803,0.158480,0.070312,0.080982,0.290627,0.087485,0.137945,0.234946,0.179436,0.199477,0.094298,0.094947,0.097285,0.018209,0.033252,0.000133,0.081241,0.171724
orders_df.8391,0.065324,0.098985,0.060544,0.091321,0.227887,0.268840,0.180886,0.166555,0.133797,0.264084,0.142555,0.268191,0.223132,0.123097,0.161169,0.172267,0.254903,0.119974,0.317883,0.134957,0.156126,0.123852,0.163835,0.102717,0.096704,0.254340,0.097175,0.107196,0.242760,0.200051,0.174473,0.064951,0.071923,0.081991,0.042934,0.040007,0.039959,0.063091,0.190125
orders_df.123.98,0.060932,0.102660,0.043026,0.082537,0.236514,0.255612,0.192686,0.177112,0.125937,0.255876,0.136718,0.258445,0.216369,0.135716,0.182317,0.176590,0.243265,0.123295,0.301898,0.125686,0.151959,0.117369,0.154737,0.094655,0.099744,0.245086,0.093859,0.114166,0.230684,0.193969,0.160097,0.040882,0.056919,0.081439,0.032886,0.039807,0.027934,0.057926,0.174487
orders_df.10.23,0.066105,0.100545,0.053390,0.082459,0.221593,0.258015,0.172506,0.161905,0.133945,0.259700,0.143572,0.261420,0.221474,0.125886,0.151278,0.173084,0.237013,0.123049,0.308527,0.127186,0.146463,0.123014,0.159527,0.097968,0.093975,0.251043,0.093243,0.109309,0.228010,0.196381,0.167843,0.059537,0.062800,0.085265,0.033787,0.036583,0.038190,0.055571,0.182279
orders_df.134.21,0.067050,0.107889,0.058293,0.092876,0.242873,0.266389,0.190489,0.172499,0.131517,0.247841,0.140939,0.273893,0.229740,0.127775,0.175681,0.183580,0.250883,0.119301,0.308797,0.137967,0.160934,0.126864,0.162427,0.099138,0.108371,0.252591,0.106145,0.119359,0.241732,0.207649,0.164548,0.060424,0.081431,0.087013,0.029163,0.038145,0.035434,0.063176,0.171634
orders_df.8001,0.100863,0.122471,0.071356,0.111725,0.262004,0.296203,0.178586,0.170105,0.146737,0.297558,0.149995,0.298745,0.205526,0.143629,0.170202,0.187828,0.263609,0.119908,0.310439,0.153477,0.174735,0.145128,0.192474,0.108058,0.106565,0.266725,0.107047,0.119493,0.232026,0.198802,0.194667,0.080670,0.090962,0.096261,0.058643,0.051884,0.056265,0.070620,0.206419
orders_df.2009/09/12,0.048631,0.069992,0.039537,0.066543,0.237984,0.271803,0.142832,0.165866,0.090443,0.289974,0.089700,0.258488,0.158948,0.131273,0.161828,0.166120,0.221709,0.083832,0.280331,0.105059,0.110426,0.159132,0.117008,0.037947,0.046463,0.276001,0.064239,0.117373,0.198559,0.147208,0.168656,0.065527,0.064570,0.079653,0.010998,0.006463,-0.024289,0.067408,0.167838
orders_df.9922,0.068646,0.102218,0.060864,0.088947,0.231742,0.270208,0.184816,0.177692,0.135498,0.264076,0.146992,0.272316,0.225241,0.125879,0.165286,0.179251,0.259277,0.125960,0.319064,0.138722,0.161170,0.128271,0.164964,0.105348,0.101944,0.261461,0.102576,0.107712,0.244821,0.203980,0.175078,0.064046,0.074373,0.085530,0.041163,0.040451,0.041845,0.067736,0.194774
orders_df.384.52,0.067555,0.111024,0.059324,0.098465,0.249230,0.278070,0.191870,0.177679,0.139830,0.263015,0.150399,0.281518,0.226429,0.136371,0.176992,0.190572,0.258220,0.129102,0.316598,0.140558,0.163128,0.131943,0.168255,0.102150,0.109697,0.259480,0.111540,0.126847,0.247390,0.208284,0.170846,0.060706,0.080244,0.097242,0.039250,0.044053,0.046502,0.067136,0.173205
orders_df.31.72,0.058183,0.094822,0.058941,0.078713,0.221414,0.250580,0.169100,0.157754,0.124629,0.267749,0.132975,0.253607,0.220389,0.121676,0.151225,0.172155,0.235079,0.112601,0.309014,0.121658,0.141943,0.120665,0.154835,0.090371,0.091446,0.243253,0.090082,0.111588,0.229660,0.193479,0.171177,0.064946,0.059594,0.093448,0.033936,0.022399,0.037429,0.054772,0.171270
orders_df.416.24,0.064201,0.105558,0.057564,0.098595,0.252495,0.271304,0.194027,0.172485,0.123749,0.261096,0.133966,0.272127,0.222996,0.134961,0.183621,0.181345,0.239136,0.122069,0.306276,0.138103,0.155957,0.115028,0.160740,0.096662,0.101057,0.242385,0.099099,0.116207,0.227255,0.196524,0.162609,0.045446,0.072806,0.086816,0.031193,0.038600,0.037662,0.056742,0.173904
orders_df.9001,0.105991,0.126808,0.074966,0.117308,0.267964,0.300374,0.184487,0.174857,0.151377,0.298745,0.155134,0.305529,0.210836,0.147418,0.175498,0.189518,0.270436,0.123621,0.313038,0.160425,0.181601,0.148312,0.195479,0.115927,0.109783,0.272646,0.105811,0.123928,0.237497,0.202798,0.200691,0.081680,0.098692,0.101225,0.057863,0.053770,0.056005,0.077532,0.206949
orders_df.2009/10/24,0.066191,0.090055,0.057104,0.079496,0.247181,0.283373,0.146994,0.181407,0.098329,0.299734,0.095672,0.267414,0.168239,0.144841,0.171980,0.187077,0.243895,0.102827,0.299694,0.129255,0.130314,0.174051,0.134384,0.052994,0.065561,0.290342,0.076072,0.129105,0.222662,0.171776,0.178526,0.075959,0.080145,0.088461,0.012839,0.017138,-0.010907,0.078103,0.171506
orders_df.1490,0.071571,0.101351,0.063122,0.089097,0.233282,0.268404,0.182248,0.170929,0.132314,0.265976,0.144177,0.270113,0.227921,0.124563,0.162249,0.177865,0.250941,0.130384,0.316132,0.137851,0.159388,0.124407,0.165634,0.103935,0.101486,0.253964,0.099527,0.108105,0.237146,0.200571,0.176752,0.060950,0.073609,0.085545,0.040535,0.043265,0.046694,0.067104,0.189471
orders_df.244.69,0.071088,0.116392,0.058761,0.094667,0.252441,0.269691,0.199775,0.178993,0.134544,0.271515,0.145530,0.273828,0.222252,0.147231,0.186415,0.186198,0.251320,0.132683,0.311613,0.138738,0.159737,0.130515,0.164184,0.099824,0.104405,0.250989,0.107189,0.121452,0.235968,0.199964,0.174634,0.050982,0.070747,0.096847,0.034854,0.042833,0.035253,0.061040,0.179377
orders_df.20.19,0.056195,0.096046,0.049043,0.083779,0.231976,0.264346,0.180241,0.165670,0.122254,0.249940,0.131952,0.268827,0.217590,0.122448,0.163086,0.174619,0.240162,0.118678,0.307442,0.129788,0.150702,0.120089,0.159340,0.097518,0.100718,0.250442,0.091974,0.105796,0.232231,0.201451,0.162343,0.055055,0.065558,0.080541,0.028971,0.038888,0.032900,0.064315,0.174375
orders_df.264.88,0.065398,0.105930,0.055418,0.088656,0.242398,0.262935,0.187926,0.164216,0.129245,0.244413,0.140215,0.273504,0.226285,0.126274,0.171566,0.176184,0.245241,0.114723,0.305986,0.135690,0.156350,0.124665,0.159399,0.096174,0.104222,0.246697,0.106124,0.109458,0.235391,0.201420,0.162900,0.054427,0.077858,0.083004,0.026973,0.032069,0.032072,0.058648,0.172349
orders_df.10001,0.100743,0.119184,0.068504,0.108306,0.259969,0.295032,0.174070,0.169956,0.141818,0.294947,0.144881,0.293881,0.198108,0.141644,0.163748,0.186009,0.256573,0.124842,0.304004,0.151044,0.171017,0.141677,0.187893,0.104101,0.102599,0.265356,0.095542,0.117095,0.224928,0.194390,0.189564,0.080028,0.085494,0.095811,0.056498,0.052361,0.058471,0.068739,0.205095
orders_df.2009/11/19,0.058045,0.086069,0.048404,0.077165,0.247451,0.283467,0.147783,0.171505,0.096551,0.296024,0.093804,0.269254,0.162299,0.139794,0.167707,0.183830,0.230437,0.092402,0.286310,0.116217,0.120988,0.165680,0.129392,0.045098,0.055755,0.286013,0.075202,0.123855,0.206694,0.155555,0.180573,0.072048,0.078134,0.084508,0.011556,0.010654,-0.022538,0.064653,0.169318
orders_df.12934,0.066098,0.103832,0.061296,0.088534,0.238447,0.276820,0.193743,0.175532,0.131552,0.263600,0.142987,0.274325,0.233934,0.131657,0.174016,0.177185,0.257080,0.129652,0.318211,0.137216,0.162016,0.121497,0.160368,0.100455,0.098211,0.257605,0.104245,0.120321,0.244222,0.201213,0.171072,0.063328,0.076003,0.085615,0.038630,0.043435,0.046330,0.069812,0.184135
orders_df.102.63,0.070962,0.108436,0.061961,0.093888,0.242533,0.262974,0.195777,0.172380,0.136904,0.257953,0.148478,0.272981,0.232340,0.132217,0.181294,0.190911,0.248141,0.126222,0.311680,0.141146,0.160236,0.125177,0.168992,0.106833,0.113497,0.255111,0.109291,0.113177,0.235662,0.207298,0.172577,0.057738,0.076236,0.089340,0.036056,0.039009,0.040211,0.060328,0.179605
orders_df.8.47,0.068705,0.104757,0.057135,0.089959,0.239392,0.271337,0.189864,0.168214,0.133943,0.259017,0.143806,0.275185,0.230629,0.133391,0.174272,0.186268,0.249111,0.124776,0.318119,0.139190,0.158623,0.131611,0.169142,0.106680,0.107410,0.258802,0.102620,0.108223,0.240637,0.215501,0.169781,0.061375,0.070805,0.084847,0.037253,0.049426,0.039026,0.069660,0.187013
orders_df.111.10,0.066601,0.100498,0.055258,0.085730,0.230410,0.256722,0.192255,0.171547,0.129829,0.257493,0.141882,0.265038,0.231470,0.126181,0.175981,0.181741,0.238906,0.118660,0.305609,0.129226,0.150381,0.122392,0.160203,0.096204,0.102572,0.248536,0.099300,0.108162,0.227464,0.198643,0.167505,0.047713,0.067448,0.080831,0.030350,0.031108,0.033193,0.052662,0.178855
orders_df.11001,0.099729,0.119240,0.068394,0.104340,0.265567,0.298004,0.174957,0.176625,0.142482,0.292997,0.147609,0.299811,0.200816,0.143606,0.167395,0.192251,0.269915,0.127031,0.308208,0.151728,0.174296,0.147468,0.189196,0.107136,0.109644,0.273443,0.102272,0.124204,0.237462,0.200114,0.189317,0.078981,0.089105,0.097042,0.057643,0.056492,0.061802,0.068142,0.205574
orders_df.2009/12/16,0.060963,0.083712,0.049061,0.077913,0.233435,0.270897,0.139533,0.167664,0.101274,0.303597,0.100247,0.255995,0.162295,0.141074,0.161446,0.168992,0.226693,0.091140,0.289148,0.109748,0.118646,0.164429,0.133273,0.049231,0.055968,0.281103,0.068135,0.124184,0.204504,0.149917,0.183778,0.077049,0.070783,0.083895,0.022280,0.017785,-0.009695,0.077078,0.180953
orders_df.4497,0.071895,0.105600,0.059110,0.089144,0.236334,0.276590,0.184179,0.174785,0.130567,0.264915,0.144371,0.277611,0.229259,0.129173,0.166248,0.179012,0.255210,0.128251,0.319926,0.139380,0.162647,0.128960,0.165252,0.105652,0.104894,0.258865,0.104461,0.110964,0.241757,0.205159,0.175067,0.064975,0.072550,0.088714,0.041153,0.045196,0.044213,0.068164,0.190653
orders_df.362.76,0.061769,0.099975,0.056088,0.088740,0.232367,0.258931,0.182493,0.162183,0.129721,0.246919,0.142371,0.266038,0.222130,0.123311,0.165088,0.173555,0.240163,0.118398,0.304306,0.132767,0.151427,0.117444,0.157068,0.094846,0.098205,0.246329,0.103078,0.110675,0.230797,0.198283,0.161703,0.058926,0.073352,0.083251,0.029250,0.036042,0.039684,0.056344,0.174821
orders_df.29.93,0.063218,0.102949,0.053855,0.083591,0.227030,0.259268,0.182514,0.161724,0.131785,0.256474,0.144174,0.263538,0.218946,0.129545,0.162573,0.169191,0.242114,0.117853,0.310271,0.130289,0.151382,0.118191,0.164612,0.098670,0.095348,0.248550,0.092972,0.112874,0.235049,0.202524,0.166100,0.060388,0.066312,0.082949,0.035833,0.041116,0.034089,0.062821,0.169987
orders_df.392.69,0.070374,0.110014,0.062904,0.095305,0.246853,0.269641,0.193293,0.168353,0.137810,0.250621,0.149163,0.282064,0.228754,0.127783,0.176022,0.183185,0.249601,0.122328,0.313154,0.141616,0.162136,0.126969,0.166092,0.102640,0.106462,0.253478,0.112314,0.118342,0.241725,0.205528,0.171977,0.061943,0.082250,0.087410,0.034574,0.038380,0.040710,0.060797,0.169416
prod_df.1,0.117774,0.131063,0.276122,0.310732,0.145902,0.142187,0.105160,0.176330,0.166430,0.313970,0.167337,0.151823,0.217008,0.136213,0.118722,0.217338,0.294081,0.169207,0.347257,0.374227,0.196793,0.153627,0.210930,0.139100,0.127856,0.282271,0.111836,0.162768,0.260437,0.239893,0.247897,0.204528,0.198211,0.147005,0.091038,0.124542,0.069117,0.111060,0.232678
prod_df.14,0.123924,0.133958,0.269945,0.309066,0.148686,0.145330,0.128577,0.209140,0.174012,0.313169,0.166876,0.157513,0.230926,0.148601,0.137583,0.275752,0.327102,0.189409,0.360943,0.368822,0.227760,0.174210,0.214094,0.144527,0.146748,0.331546,0.137449,0.163247,0.297195,0.262246,0.254183,0.201124,0.220140,0.146941,0.090831,0.142933,0.075848,0.129992,0.214308
prod_df.ACADEMY ACADEMY,0.127628,0.111343,0.199716,0.262053,0.127210,0.126439,0.108836,0.196290,0.147681,0.279488,0.147675,0.138002,0.212548,0.147003,0.135414,0.211058,0.291153,0.164566,0.308873,0.310290,0.184836,0.157597,0.198664,0.115953,0.157211,0.300670,0.087575,0.127028,0.256444,0.222120,0.226229,0.207262,0.180826,0.109417,0.049124,0.119724,0.022849,0.093198,0.177790
prod_df.PENELOPE GUINESS,0.130881,0.104548,0.216999,0.258936,0.127968,0.114448,0.103226,0.195763,0.149207,0.251531,0.137327,0.139474,0.193454,0.135797,0.130695,0.190504,0.284237,0.146416,0.301030,0.319272,0.187666,0.176588,0.145963,0.045418,0.114246,0.286590,0.087938,0.093804,0.251568,0.230684,0.213666,0.175604,0.180131,0.087976,0.044606,0.092981,0.012549,0.075350,0.202936
prod_df.25.99,0.053418,0.080211,0.189856,0.231483,0.097077,0.088871,0.114021,0.159581,0.125318,0.231961,0.130449,0.103786,0.217583,0.091912,0.102674,0.163389,0.243789,0.127316,0.306667,0.273646,0.149168,0.102053,0.145768,0.093693,0.097407,0.226886,0.082429,0.087379,0.229650,0.198847,0.167543,0.125411,0.129241,0.090868,0.040631,0.068859,0.019406,0.059254,0.167134
prod_df.0,0.108271,0.121977,0.299478,0.328009,0.136759,0.137596,0.128848,0.170569,0.181480,0.250352,0.172333,0.129211,0.252542,0.142258,0.122609,0.181315,0.307096,0.190271,0.337884,0.376821,0.207578,0.214527,0.178466,0.145736,0.114704,0.241520,0.133229,0.141828,0.284664,0.259589,0.288422,0.217089,0.249661,0.169366,0.055896,0.158212,0.010925,0.148144,0.190652
prod_df.1976,0.079279,0.099539,0.253986,0.284999,0.090420,0.096938,0.090222,0.198249,0.131190,0.278214,0.120774,0.108282,0.199316,0.113434,0.105231,0.232316,0.304082,0.157799,0.366751,0.341113,0.201051,0.155724,0.174324,0.091728,0.108860,0.305526,0.104163,0.115964,0.282381,0.231843,0.223654,0.168818,0.158924,0.114626,0.075333,0.092995,0.037411,0.087855,0.204126
PRODUCTS.1,0.116239,0.135824,0.291777,0.337710,0.158173,0.161876,0.098859,0.158909,0.169342,0.315653,0.158465,0.164990,0.222052,0.136281,0.106301,0.189977,0.303636,0.170119,0.335755,0.365090,0.180860,0.156355,0.200094,0.118556,0.117705,0.261608,0.126860,0.163808,0.268605,0.220074,0.246942,0.208663,0.209029,0.155843,0.065707,0.119493,0.062583,0.114825,0.248991
PRODUCTS.14,0.098998,0.122669,0.296755,0.343320,0.169281,0.179260,0.113723,0.159252,0.170441,0.304588,0.155982,0.173281,0.228892,0.131431,0.114630,0.182366,0.296208,0.175992,0.337005,0.353040,0.168004,0.151927,0.186478,0.118208,0.118544,0.248993,0.132343,0.159833,0.266726,0.215719,0.240382,0.206564,0.216306,0.155886,0.060015,0.114779,0.060368,0.118796,0.230744
PRODUCTS.ACADEMY ACADEMY,0.111286,0.118034,0.199037,0.300041,0.131486,0.143759,0.110604,0.159168,0.136415,0.248339,0.121586,0.136350,0.205737,0.139366,0.134426,0.184632,0.282725,0.159792,0.267827,0.297855,0.150062,0.145877,0.197218,0.117868,0.162098,0.263580,0.092398,0.119565,0.241799,0.186155,0.213710,0.214861,0.184952,0.114356,0.024267,0.119791,0.001934,0.097961,0.184031
PRODUCTS.PENELOPE GUINESS,0.136762,0.111870,0.259553,0.308358,0.148932,0.141092,0.108068,0.176991,0.154358,0.254248,0.126281,0.148710,0.187384,0.131874,0.122785,0.175023,0.300890,0.145879,0.286725,0.345329,0.172256,0.179680,0.139984,0.037809,0.103806,0.270292,0.115174,0.104136,0.267479,0.207585,0.206040,0.193098,0.212765,0.109295,0.007540,0.086495,-0.012076,0.094801,0.216777
PRODUCTS.25.99,0.048068,0.075080,0.203410,0.254662,0.124305,0.120948,0.112775,0.133498,0.122747,0.213404,0.119680,0.133847,0.228170,0.074592,0.092294,0.144767,0.257372,0.120688,0.289464,0.272681,0.137500,0.102930,0.140478,0.079669,0.095547,0.213646,0.089777,0.074608,0.242092,0.186220,0.154866,0.132547,0.145018,0.090977,0.017036,0.060506,0.000847,0.067021,0.179098
PRODUCTS.0,0.105145,0.128267,0.352193,0.380358,0.165037,0.165627,0.126785,0.148191,0.199869,0.245777,0.177519,0.149322,0.246260,0.144349,0.116665,0.164349,0.306379,0.201798,0.323689,0.400510,0.183159,0.201569,0.167320,0.141271,0.110296,0.219123,0.152515,0.151925,0.286029,0.248116,0.264402,0.226391,0.275391,0.180584,0.045990,0.154686,0.011725,0.162789,0.209168
PRODUCTS.1976,0.109220,0.126600,0.283550,0.331205,0.139928,0.148950,0.096164,0.177851,0.160090,0.300433,0.139322,0.149565,0.210158,0.136016,0.102420,0.202491,0.314057,0.167030,0.342334,0.352538,0.187088,0.174786,0.186764,0.098823,0.119763,0.285473,0.123352,0.133492,0.281636,0.214738,0.230227,0.198060,0.202077,0.141475,0.057259,0.108817,0.042890,0.109845,0.228564
